Institution_Sector_at_Entry,Age_at_Entry,Starting_Enrollment_Intensity,Metric,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
All Sectors,Age Missing,Full-Time,Retention Rate,0.4854771784232365,0.4606365159128978,0.4566929133858268,0.3138461538461538,0.2490272373540856,0.5146198830409356,0.5301724137931034,0.5227272727272727,0.2837837837837837,0.2903225806451613
All Sectors,Age Missing,Full-Time,Retention Rate,964.0,597.0,381.0,325.0,257.0,171.0,232.0,220.0,148.0,62.0
All Sectors,Age Missing,Part-Time,Retention Rate,0.1024590163934426,0.2673913043478261,0.2624309392265193,0.2310030395136778,0.1437308868501529,0.173469387755102,0.2264150943396226,0.2578740157480315,0.1144067796610169,0.130718954248366
All Sectors,Age Missing,Part-Time,Retention Rate,0.1024590163934426,0.2673913043478261,0.2624309392265193,0.2310030395136778,0.1437308868501529,0.173469387755102,0.2264150943396226,0.2578740157480315,0.1144067796610169,0.130718954248366
All Sectors,Age Missing,Part-Time,Retention Rate,4148.0,460.0,362.0,329.0,327.0,294.0,265.0,508.0,236.0,153.0
All Sectors,Age Missing,Non-Credential,Retention Rate,,,,0.1043956043956044,,,0.0706521739130434,0.0705882352941176,0.1111111111111111,0.0561797752808988
All Sectors,Age Missing,Non-Credential,Retention Rate,,,,0.1098901098901098,,,0.0760869565217391,0.0705882352941176,0.1111111111111111,0.0589887640449438
All Sectors,Age Missing,Non-Credential,Retention Rate,,,236.0,182.0,141.0,181.0,184.0,170.0,279.0,356.0
All Sectors,Age Missing,Program Unknown,Retention Rate,,,0.0535653360627772,0.0703287557220141,0.0746210649047804,0.0518767165090021,0.04001510003775,0.0259633216567071,0.0257656781720952,0.0325520833333333
All Sectors,Age Missing,Program Unknown,Retention Rate,,,0.0542476970317297,0.0703287557220141,0.0746210649047804,0.0521818736649374,0.0407701019252548,0.0259633216567071,0.0257656781720952,0.0325520833333333
All Sectors,Age Missing,Program Unknown,Retention Rate,,,2931.0,2403.0,2573.0,3277.0,2649.0,4853.0,2057.0,2304.0
Public 4-Year,Total,Total,Retention Rate,0.748865435015676,0.7406800741557741,0.7482566864639795,0.752002096465809,0.7717988399762352,0.773775130882575,0.7837189270903641,0.7673662233724433,0.7679500926416637,0.7799357710607527
Public 4-Year,Total,Total,Retention Rate,0.8433124964854528,0.8382502992044681,0.8442161528204281,0.847974062858024,0.8663738291389814,0.8664559079761861,0.8631803624229675,0.849484031621413,0.8537432572891118,0.8638951557606511
Public 4-Year,Total,Total,Retention Rate,1084777.0,1065325.0,1052163.0,1057017.0,971187.0,980268.0,976373.0,919630.0,973644.0,1004843.0
Public 4-Year,Age 20 or Younger,Total,Retention Rate,0.7719292455240788,0.7688023562872408,0.7741801237079164,0.7749455632511963,0.7895356968692622,0.7931957764801985,0.8033928411095859,0.7814235068173957,0.7844527278595864,0.7986493204649241
Public 4-Year,Age 20 or Younger,Total,Retention Rate,0.8760487113094731,0.8735321459387327,0.8757596828427913,0.8758831875535653,0.8875205782979007,0.889332500615894,0.8856576631541826,0.8657034478364554,0.8727131998847086,0.8851702141495166
Public 4-Year,Age 20 or Younger,Total,Retention Rate,939248.0,958457.0,963560.0,975444.0,916621.0,925484.0,924417.0,878928.0,926349.0,953446.0
Public 4-Year,Age 20 or Younger,Full-Time,Retention Rate,0.7899576330898297,0.7917238926289499,0.7960070663711306,0.7960052866273375,0.8020053180722448,0.8065681385190733,0.8172562604986549,0.7971089157285095,0.8000968164995457,0.8132181838129444
Public 4-Year,Age 20 or Younger,Full-Time,Retention Rate,0.8913143288345009,0.8922485973689471,0.8946998790677597,0.8938492640317018,0.8966104190052077,0.8986941568240947,0.8958465159260894,0.8757460209194243,0.8833899049916573,0.8954190275975411
Public 4-Year,Age 20 or Younger,Full-Time,Retention Rate,879932.0,770338.0,875697.0,894332.0,869488.0,878666.0,878684.0,826887.0,873818.0,902363.0
Public 4-Year,Age 20 or Younger,Part-Time,Retention Rate,0.504501922169016,0.5080368690082729,0.5231632283749548,0.5339534711691386,0.5246082168572639,0.5075666264898888,0.4979441679290197,0.498930634915568,0.4898724681170293,0.5180691957121767
Public 4-Year,Age 20 or Younger,Part-Time,Retention Rate,0.6495413772172388,0.6627799560692218,0.6505810914062814,0.6460221178385176,0.6809826344769165,0.6674255613588679,0.6422852196494265,0.6557282855045169,0.6526631657914479,0.6704538160344052
Public 4-Year,Age 20 or Younger,Part-Time,Retention Rate,59308.0,48713.0,49734.0,54074.0,23610.0,22401.0,23105.0,31327.0,31992.0,31158.0
Public 4-Year,Age 20 or Younger,Non-Credential,Retention Rate,,,0.6924936025021325,0.6935297293128712,0.7195846873266228,0.7115685660613651,0.7049394546563289,0.7097791798107256,0.7084627329192547,0.7195009714694754
Public 4-Year,Age 20 or Younger,Non-Credential,Retention Rate,,,0.825774808075064,0.8339631371944166,0.8423555520329714,0.8459611772072636,0.81845108458925,0.834337061466399,0.8480201863354038,0.8419061253706923
Public 4-Year,Age 20 or Younger,Non-Credential,Retention Rate,,,14068.0,12967.0,12617.0,12776.0,11479.0,10461.0,10304.0,9779.0
Public 4-Year,Age 20 or Younger,Program Unknown,Retention Rate,,,0.5464028926478534,0.4375666263947125,0.4498441225013754,0.4230736191048879,0.4451520315723383,0.452648005461816,0.4461162677088422,0.4408633944411591
Public 4-Year,Age 20 or Younger,Program Unknown,Retention Rate,,,0.6811021985786126,0.6559590647430886,0.6622042912158445,0.6573318443432695,0.6562023499865459,0.7293475080464255,0.6738641914997557,0.6747486694263749
Public 4-Year,Age 20 or Younger,Program Unknown,Retention Rate,,,24061.0,14071.0,10906.0,11641.0,11149.0,10253.0,10235.0,10146.0
Public 4-Year,Ages 21-24,Total,Retention Rate,0.6213532618462829,0.512125748502994,0.4895356654882994,0.5045068126237335,0.5008568010604934,0.4799826226440315,0.4594368261279179,0.5897999560342932,0.4820047476835898,0.4599423437919013
Public 4-Year,Ages 21-24,Total,Retention Rate,0.6582849098424489,0.5498502994011976,0.5292892927628012,0.5467800163037149,0.5412719454233891,0.519449271487769,0.4934924456540703,0.6374477907232359,0.5250784899303163,0.5012402788951461
Public 4-Year,Ages 21-24,Total,Retention Rate,66772.0,53440.0,46109.0,42935.0,30929.0,29924.0,28659.0,18196.0,26118.0,29832.0
Public 4-Year,Ages 21-24,Full-Time,Retention Rate,0.6834323017027802,0.6521906670263188,0.6411678485124589,0.6515570220664054,0.6634567765366203,0.6536197763390229,0.6343682402341265,0.6960169491525424,0.6416222967199106,0.6324949338419359
Public 4-Year,Ages 21-24,Full-Time,Retention Rate,0.7150497463525896,0.6925359331046973,0.6848631303727766,0.6970921839554547,0.7063225664447257,0.696468510888758,0.672668278406922,0.7422033898305085,0.6918425031223295,0.6808916438192871
Public 4-Year,Ages 21-24,Full-Time,Retention Rate,50858.0,25951.0,25243.0,24245.0,18173.0,16990.0,15718.0,11800.0,15213.0,16778.0
Public 4-Year,Ages 21-24,Part-Time,Retention Rate,0.4229584459671842,0.4475385899040467,0.4517705844014772,0.4409081264587312,0.4613371401379966,0.4255966307908282,0.4198283649503161,0.4257657236380641,0.4100658313867063,0.4244727341820254
Public 4-Year,Ages 21-24,Part-Time,Retention Rate,0.4766455019802603,0.4860241969128077,0.4920703888768195,0.48482919584129,0.5262907447061622,0.4822180627047262,0.4706413730803975,0.4781388823942015,0.4561478020811212,0.4782443473304199
Public 4-Year,Ages 21-24,Part-Time,Retention Rate,15907.0,9588.0,9206.0,9426.0,4203.0,4274.0,4428.0,4277.0,4709.0,5263.0
Public 4-Year,Ages 21-24,Non-Credential,Retention Rate,,,0.2193779245802367,0.2742911755336094,0.2668052668052668,0.2427576090942427,0.2160766961651917,0.412483039348711,0.218931475029036,0.1406025824964132
Public 4-Year,Ages 21-24,Non-Credential,Retention Rate,,,0.2510322047894302,0.3102899012424339,0.2903672903672903,0.2739273927392739,0.2330383480825958,0.4504748982360922,0.2450638792102207,0.1592539454806312
Public 4-Year,Ages 21-24,Non-Credential,Retention Rate,,,3633.0,3139.0,2886.0,2727.0,2712.0,737.0,1722.0,2091.0
Public 4-Year,Ages 21-24,Program Unknown,Retention Rate,,,0.1782733275196212,0.1382857142857143,0.1279336509617081,0.1309624136187426,0.1294604378555421,0.2850940665701881,0.116227089852481,0.1019298245614035
Public 4-Year,Ages 21-24,Program Unknown,Retention Rate,,,0.2086707362651052,0.1683265306122449,0.150873478030704,0.1521995617731333,0.1472159972418548,0.3357452966714906,0.1383549396513187,0.1191228070175438
Public 4-Year,Ages 21-24,Program Unknown,Retention Rate,,,8027.0,6125.0,5667.0,5933.0,5801.0,1382.0,4474.0,5700.0
Public 4-Year,Age 25 or Older,Total,Retention Rate,0.5985512571518555,0.4816159158687804,0.4621721168682494,0.4683848421972261,0.4728207979980536,0.4455916681630454,0.4362498235044947,0.4489614078075402,0.4297891889132765,0.4247
Public 4-Year,Age 25 or Older,Total,Retention Rate,0.6273423967245814,0.5120075341390676,0.4933801204519437,0.5003276182155728,0.5091524167014226,0.4769258394684862,0.4626535510895656,0.4809823467171576,0.4628145577050686,0.4567
Public 4-Year,Age 25 or Older,Total,Retention Rate,76204.0,50968.0,40182.0,36628.0,21579.0,22276.0,21247.0,17957.0,19591.0,20000.0
Public 4-Year,Age 25 or Older,Full-Time,Retention Rate,0.7327693836471577,0.6175602734796689,0.6217964265502466,0.622804054054054,0.6404463424714147,0.6310026591584545,0.6363794907568887,0.6327882425998758,0.6209359143018229,0.6185926878559618
Public 4-Year,Age 25 or Older,Full-Time,Retention Rate,0.7591663057048946,0.6489384670744872,0.6570458404074703,0.6586148648648649,0.6794324287091886,0.668700140778977,0.665852807813045,0.6710825915959429,0.6690471715842886,0.6579092412272644
Public 4-Year,Age 25 or Older,Full-Time,Retention Rate,39247.0,13895.0,12369.0,11840.0,7259.0,6393.0,5734.0,4831.0,5321.0,5443.0
Public 4-Year,Age 25 or Older,Part-Time,Retention Rate,0.4559846291234812,0.4954519432606068,0.4944777747477502,0.4920878354827466,0.5124363636363637,0.4949913182850274,0.5031393888656341,0.4794998546088979,0.4789903489235337,0.4640058055152394
Public 4-Year,Age 25 or Older,Part-Time,Retention Rate,0.4873217330122047,0.5252846511036193,0.5239978183801473,0.5196932729173929,0.5524363636363636,0.5286496594096434,0.5336961071578066,0.5122128525734225,0.5123979213066073,0.4989840348330914
Public 4-Year,Age 25 or Older,Part-Time,Retention Rate,36953.0,15721.0,14668.0,14345.0,6875.0,7487.0,7167.0,6878.0,6735.0,6890.0
Public 4-Year,Age 25 or Older,Non-Credential,Retention Rate,,,0.3247889965614254,0.3611486486486486,0.3404171585989767,0.3186897880539499,0.2916474388555606,0.3058527375707992,0.3347010550996483,0.3172043010752688
Public 4-Year,Age 25 or Older,Non-Credential,Retention Rate,,,0.355423569865583,0.3915540540540541,0.3715072805981897,0.3452793834296724,0.3137978772496539,0.3329137822529893,0.3640093786635404,0.3510752688172043
Public 4-Year,Age 25 or Older,Non-Credential,Retention Rate,,,3199.0,2960.0,2541.0,2595.0,2167.0,1589.0,1706.0,1860.0
Public 4-Year,Age 25 or Older,Program Unknown,Retention Rate,,,0.260205107580937,0.2210343445142322,0.2377650897226753,0.2342699534563006,0.223660786535038,0.262073406310367,0.2262823811974609,0.2307559841570518
Public 4-Year,Age 25 or Older,Program Unknown,Retention Rate,,,0.2890609290166901,0.2557797674729387,0.2677406199021207,0.2577141872091019,0.2438905971840103,0.288259283107963,0.2461828787098987,0.2517651110728431
Public 4-Year,Age 25 or Older,Program Unknown,Retention Rate,,,9946.0,7483.0,4904.0,5801.0,6179.0,4659.0,5829.0,5807.0
Public 4-Year,Age Missing,Total,Retention Rate,0.0853897375636506,0.116260162601626,0.0761245674740484,0.072636815920398,0.0787172011661807,0.0495356037151702,0.0468292682926829,0.0184655968344691,0.0151324085750315,0.0185303514376996
Public 4-Year,Age Missing,Total,Retention Rate,0.0853897375636506,0.116260162601626,0.0761245674740484,0.072636815920398,0.0792031098153547,0.0495356037151702,0.0468292682926829,0.0184655968344691,0.0151324085750315,0.0191693290734824
Public 4-Year,Age Missing,Total,Retention Rate,2553.0,2460.0,2312.0,2010.0,2058.0,2584.0,2050.0,4549.0,1586.0,1565.0
Public 4-Year,Age Missing,Full-Time,Retention Rate,113.0,53.0,53.0,60.0,50.0,21.0,25.0,31.0,11.0,11.0
Public 4-Year,Age Missing,Program Unknown,Retention Rate,,,0.0555032925682031,0.0587583148558758,0.0741701244813278,0.039934129271305,0.0302564102564102,0.0167496604798551,0.0122343850611719,0.0162232316677482
Public 4-Year,Age Missing,Program Unknown,Retention Rate,,,0.0555032925682031,0.0587583148558758,0.0741701244813278,0.039934129271305,0.0302564102564102,0.0167496604798551,0.0122343850611719,0.0162232316677482
Public 4-Year,Age Missing,Program Unknown,Retention Rate,,,2126.0,1804.0,1928.0,2429.0,1950.0,4418.0,1553.0,1541.0
Private Nonprofit 4-Year,Total,Total,Retention Rate,0.7661150717943569,0.7591921626063336,0.7680776593455139,0.7662770131170723,0.7710690866383201,0.7705899849157619,0.7576886042259464,0.7550626496399406,0.7628951675609263,0.7596701119263107
Private Nonprofit 4-Year,Total,Total,Retention Rate,0.8650748067075007,0.8615257542341851,0.8705798398332635,0.8719630107929796,0.8718096501625759,0.8695765790647773,0.8507265035865367,0.8451571493548022,0.8575807303860711,0.8546007604562738
Private Nonprofit 4-Year,Total,Total,Retention Rate,497950.0,469748.0,441415.0,448347.0,459785.0,470690.0,462145.0,433123.0,465562.0,466825.0
Private Nonprofit 4-Year,Age 20 or Younger,Total,Retention Rate,0.7911805389236191,0.789677297145022,0.7956465310569375,0.7924291229191768,0.7978735323916801,0.7976412700924965,0.7852638227346767,0.7781758949441361,0.7880013394812087,0.7912887122341307
Private Nonprofit 4-Year,Age 20 or Younger,Total,Retention Rate,0.9052166985185222,0.9014648883362636,0.9053292464647834,0.9047948068553444,0.9045878777042732,0.9026668963173649,0.8841468916358387,0.8735744057449905,0.8877880060229819,0.892095488205929
Private Nonprofit 4-Year,Age 20 or Younger,Total,Retention Rate,409186.0,411772.0,398349.0,406690.0,419475.0,429638.0,421154.0,396589.0,427031.0,422670.0
Private Nonprofit 4-Year,Age 20 or Younger,Full-Time,Retention Rate,0.7989231154520411,0.801344664311351,0.8060560358837678,0.803448901518733,0.8077594798069997,0.8079103379635639,0.7959722542898268,0.7906779772473204,0.7990179881633803,0.8030282191713535
Private Nonprofit 4-Year,Age 20 or Younger,Full-Time,Retention Rate,0.9103481091910844,0.911585793964176,0.9127946434375608,0.9123310495690152,0.9114157301153464,0.909828301623706,0.8915937572152111,0.8811021240218321,0.8958732179473474,0.9007834565414936
Private Nonprofit 4-Year,Age 20 or Younger,Full-Time,Retention Rate,399300.0,356074.0,384575.0,391313.0,405388.0,415962.0,407126.0,380175.0,411604.0,407170.0
Private Nonprofit 4-Year,Age 20 or Younger,Part-Time,Retention Rate,0.4783972477992512,0.4076475477971737,0.5507573316145665,0.5303408146300914,0.5422270878949015,0.4915458937198068,0.4697324414715719,0.4230813222006176,0.4542381695267811,0.4792071511853867
Private Nonprofit 4-Year,Age 20 or Younger,Part-Time,Retention Rate,0.6978650207426894,0.570573566084788,0.691105381888495,0.6773067331670823,0.6800125117297466,0.63216011042098,0.6005016722408026,0.6212970376301041,0.5833333333333334,0.6002072807358466
Private Nonprofit 4-Year,Age 20 or Younger,Part-Time,Retention Rate,9883.0,6015.0,6206.0,6015.0,6394.0,5796.0,5980.0,8743.0,7692.0,7719.0
Private Nonprofit 4-Year,Age 20 or Younger,Non-Credential,Retention Rate,,,0.529872162796765,0.5737819025522042,0.629716428404031,0.6349721706864564,0.6294178794178794,0.6844682835820896,0.6897224631396357,0.6672418042888835
Private Nonprofit 4-Year,Age 20 or Younger,Non-Credential,Retention Rate,,,0.7362379337333681,0.7545243619489559,0.8029060229669557,0.8126159554730983,0.8009355509355509,0.8334888059701493,0.8451864700780573,0.8156273108208035
Private Nonprofit 4-Year,Age 20 or Younger,Non-Credential,Retention Rate,,,3833.0,4310.0,4267.0,4312.0,3848.0,4288.0,4612.0,4057.0
Private Nonprofit 4-Year,Age 20 or Younger,Program Unknown,Retention Rate,,,0.4034805890227577,0.4374505146476642,0.3146526561587857,0.2942825112107623,0.3392857142857143,0.4096955365060597,0.303234069804675,0.2897422126745435
Private Nonprofit 4-Year,Age 20 or Younger,Program Unknown,Retention Rate,,,0.6661311914323963,0.720110847189232,0.6424401634559253,0.6160313901345291,0.6423809523809524,0.7304167898315105,0.6349663784822286,0.6305048335123523
Private Nonprofit 4-Year,Age 20 or Younger,Program Unknown,Retention Rate,,,3735.0,5052.0,3426.0,3568.0,4200.0,3383.0,3123.0,3724.0
Private Nonprofit 4-Year,Ages 21-24,Total,Retention Rate,0.704256416131989,0.5799407988313535,0.5555613768533557,0.557671499675395,0.5370751802265705,0.5338315607933314,0.5182536049439231,0.5801942319011183,0.5399739429112874,0.5025039957378796
Private Nonprofit 4-Year,Ages 21-24,Total,Retention Rate,0.7370245187901008,0.619267289432207,0.5983129878975219,0.606903267690976,0.5859938208032955,0.5753377407300948,0.5597390707255665,0.625,0.5839156697856213,0.5502397442727757
Private Nonprofit 4-Year,Ages 21-24,Total,Retention Rate,34912.0,26013.0,19087.0,18484.0,17478.0,17395.0,17476.0,13592.0,16886.0,18770.0
Private Nonprofit 4-Year,Ages 21-24,Full-Time,Retention Rate,0.7457267833109017,0.6919150545087908,0.6989028213166144,0.704421967733846,0.660423232778028,0.6682401812688822,0.6408437381763148,0.6825415129151291,0.6612318840579711,0.6291504959034067
Private Nonprofit 4-Year,Ages 21-24,Full-Time,Retention Rate,0.7743270524899057,0.7309849391896149,0.7401253918495297,0.752403243333612,0.7102206213417379,0.710630664652568,0.6863412788497919,0.7299354243542435,0.7065217391304348,0.6817593790426908
